Relevant Passage,,,,
Question,Answer,Passage,Type,Topik
"""Siapakah yang membangun candi Borobudur ?""","""Raja Samaratunga dari kerajaan Wangsa dinasti Syailendra yang berkuasa pada tahun 792 - 835 M""","""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",single,Sejarah
"""Saat pemerintahan siapa candi Borobudur selesai dibuat?""","""pada masa pemerintahan Ratu Pramudawardhani putri Samaratungga""","""Candi Borobudur dibangun sekitar tahun 792- 835 Masehi, pada masa itu terdapat dua dinasti yang berkuasa di Jawa, yakni Dinasti Sanjaya yang beragama Hindu dan Dinasti Syailendra yang beragama Buddha. Aliran yang dianut Dinasti Syailendra adalah Buddha Mahayana. Candi Borobudur dibangun pada zaman keemasan Dinasti Syailendra dan raja yang memerintah saat itu adalah Raja Samaratungga. Candi Borobudur diselesaikan oleh anak perempuannya yaitu Pramodawardhani.""",single,Sejarah
"""Prasasti apa yeng mendasari candi Borobudur?""","""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga ""","""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""",single,Sejarah
"""Prasasti apa saja yang menuliskan tentang candi Borobudur?""","""Prasasti Karangtengah/Kayumwungan, Kunjarakunja, Keprabon, Canggal, dan Tri Tepusan.""","""Candi Borobudur sendiri tidak memiliki prasasti sendiri yang memberikan teori khusus mengenai pembangunan candi. Namun ada beberapa prasasti yang berkaitan dan menggambarkan tentang konteks sejarah serta kebudayaan pada saat itu:
1.Prasasti Karangtengah/Kayumwungan
2. Prasasti Kunjarakunja
3. Prasasti Keprabon
4. Prasasti Canggal
5. Prasasti Tri Tepusan""",single,Sejarah
"""Pengukuhan candi Borobudur tertera pada prasasti apa?""","""Prasasti Kayumwungan""","""Prasasti Kayumwungan/Karangtengah berisikan pengukuhan candi Borobudur serta pujian-pujian kepada Raja Samaratuṅga dan Pangeran Putri Prāmodavarddhanī dengan menggunakan istilah-istilah mahājñānapuṇya, bhakti, dan buddhacarita menjadi jelas maknanya bila keterangan di kitab Saṅ Hyaṅ Kamahāyānikan dibaca secara saksama. Lalu ada pula prasasti Tri Tepusan/Sri Kahuluan""",single,Sejarah
"""kenapa pemugaran candi Borobudur dilakukan beberapa kali?""","""Karena kondisi candi yang memprihatinkan dari awal ditemukan dan pada awal kemerdekaan Indonesia.""","""Pemugaran candi Borobudur pertama kali yaitu pada awal abad ke-20 sekitar tahun 1907 - 19011 oleh Theodor van Erp. Semenjak saat itu belum ada lagi upaya menjaga kelestarian candi, oleh karenanya ketika perang dunia II selesai seluruh  tanggung jawab atas peninggalan warisan budaya tersebut menjadi milik Indonesia dan kondisi candi pada saat itu pun terancam keruntuhan. Karenanya pemugaran candi Borobudur dilakukan beberapa kali khususnya pad a era kolonial dan awal kemerdekaan Indonesia  """,single,Pemugaran
"""apa saja faktor yang menyebabkan kerusakan candi Borobudur?""","""Lokasi candi Borobudur sendiri sangat rawan terkena dampak gempa bumi yang menyebabkan kerusakan pada bebatuan. Abu vulkanik dari gunung Merapi juga menjadi salah satu faktor atas kerusakan candi Borobudur""","""Terletak di wilayah yang sering kali dilanda gempa, bebatuan candi ini sering kali menjadi sasaran getaran hebat yang dapat menyebabkan kerusakan. Gempa bumi, dengan kekuatan dan keganasannya, dapat memberikan dampak negatif pada struktur batu yang megah ini.

Namun, tidak hanya gempa bumi yang menjadi ancaman bagi kelestarian Candi Borobudur. Gunung Merapi, gunung berapi yang juga berdekatan dengan candi ini, seringkali mengeluarkan abu vulkanik selama erupsinya. Abu vulkanik ini, ketika turun dan mengendap pada batu candi, dapat menyebabkan kerusakan bertahap pada struktur batu. Partikel abu vulkanik yang halus dapat meresap ke dalam pori-pori batu, menciptakan tantangan pelestarian yang perlu diatasi.""",single,"Geografis, Pemugaran"
"""Kapan rapat internasional untuk pemugaran candi Borobudur dilaksanakan?""","""Di Yogyakarta pada awal tahun 1971 pertemuan atau rapat Internasional dilaksanakan yang dimana membahas upaya pemugaran candi Borobudur""","""Usaha pemugaran dan pelestarian warisan budaya yang amat berharga telah dilakukan sejak awal kemerdekaan. Dalam tahun 1948 di tengah gejolaknya revolusi fisik, pemerintah menyempatkan diri untuk memperhatikan nasib Candi Borobudur. Pada awal tahun 1971 diadakan pertemuan internasional di Yogyakarta guna membahas bahaya yang dihadapi Candi Borobudur- sebagai warisan budaya umat manusia seluruh dunia. Demikian pula rencana Nedeco (badan konsultasi dari negeri Belanda) yang disempurnakan melalui pembahasan bersama dengan para akhli Indonesia sebagai dasar pelaksanaan kerja. """,single,Pemugaran
"""Apa hasil dari pertemuan Internasional pemugaran candi Borobudur pada tahun 1971?""","""1. pembongkaran seluruh bagian rupadhatu, yaitu lima tingkat segi empat di atas kaki candi.
2. pembersihan dan pengawetan batu-batu kulit, yang sudah dibongkar tadi, satu demi satu;
3. pemasangan fondasi beton bertulang untuk mendukung candinya kelak pada tiap tingkat, sambil menyediakan saluran-saluran air di dalam konstruksinya;
4. penyusunan kembali batu-batu kulit yang sudah bersih dari kotoran dan jasad-jasad renik (lumut, cendawan, dan mikro-organisme lainnya) di tempatnya semula. ""","""1. pembongkaran seluruh bagian rupadhatu, yaitu lima tingkat segi empat di atas kaki candi.
2. pembersihan dan pengawetan batu-batu kulit, yang sudah dibongkar tadi, satu demi satu;
3. pemasangan fondasi beton bertulang untuk mendukung candinya kelak pada tiap tingkat, sambil menyediakan saluran-saluran air di dalam konstruksinya;
4. penyusunan kembali batu-batu kulit yang sudah bersih dari kotoran dan jasad-jasad renik (lumut, cendawan, dan mikro-organisme lainnya) di tempatnya semula. 
Demikianlah pemugaran Candi Borobudur dimaksudkan agar bukti kebesaran bangsa dapat diteruskan kepada generasi mendatang, tidak saja dalam bentuk cerita dan gambar melainkan dalam wujudnya yang nyata. """,list,Pemugaran
"""Apa sebutan lain candi Borobudur di masyarakat Tiong-Hoa?""","""Masyarakat Tiong-Hoa mengenal candi Borobudur dengan sebutan 婆羅浮屠 (Hanyu Pinyin: pó luó fú tú) dalam bahasa Mandarin""","""Borobudur adalah candi Budha dan juga salah satu monumen Budha terbesar di dunia. Dalam Suku Tiong-Hoa, candi ini dikenal dengan sebutan 婆羅浮屠 (Hanyu Pinyin: pó luó fú tú) dalam bahasa Mandarin. Ada banyak teori yang mencoba menjelaskan nama candi ini. Salah satu dari mereka menyatakan bahwa nama ini mungkin berasal dari kata “Sambharabhudhara” yang berarti “pegunungan” (bhudhara) dengan terasteras yang terletak pada kemiringannya""",single,"Sejarah, Budaya"
"""Siapa yang memberi perintah membangun Candi Borobudur?""","""Raja Samaratuṅga yang disebut dalam prasasti Kayumwungan dan bahwa namanya diturunkan dari bhūmisambhārabhūdara""","""Raja Samaratuṅga dan putrinya, Prāmodavarddhanī, seperti tertera di prasasti Kayumwungan yang juga adalah prasasti yang mengukuhkan candi Borobudur. Pengukuhan dilakukan oleh Pangeran Putri Prāmodavarddhanī pada tanggal 26 Mei 824.""",single,Sejarah
"""Dari kerajaan mana raja Samaratungga?""","""Sri Maharaja Samaratungga berasal dari kerajaan Mataram Kuno Medang dengan wangsa Syailendra""","""Sri Maharaja Samaratungga, seorang tokoh yang mencuat dalam sejarah kerajaan Mataram Kuno Medang, memiliki akar kebangsawanan yang terhormat dalam wangsa Syailendra. Kerajaan Mataram Kuno, yang dikenal sebagai salah satu pusat kebudayaan dan peradaban di Nusantara, melahirkan penguasa yang bijaksana dan berpengaruh seperti Samaratungga. Keterkaitannya dengan wangsa Syailendra menunjukkan garis keturunan yang prestisius, yang memiliki pengaruh mendalam terhadap pemerintahan dan perkembangan budaya pada masa itu.

Sebagai seorang raja, Samaratungga memainkan peran penting dalam mengukir sejarah kerajaan Mataram Kuno. Keberhasilannya dalam memimpin dan membangun kerajaan menjadi cermin dari warisan keluarga dan kecakapan kepemimpinannya. Wangsa Syailendra, yang dikenal sebagai pelindung agama Buddha, juga turut memberikan warna khusus pada masa pemerintahan Samaratungga. Melalui perpaduan kebijaksanaan politik dan spiritualitas, Sri Maharaja Samaratungga dan keluarganya menciptakan tonggak sejarah yang tak terlupakan dalam perjalanan kerajaan Mataram Kuno di pulau Jawa.""",single,Sejarah
"""Bagaimana watak Raja Samaratungga?""","""Raja Samaratungga dikenal dengan kebijaksanaan politik dan spiritualitas yang baik.","""Sri Maharaja Samaratungga, seorang tokoh yang mencuat dalam sejarah kerajaan Mataram Kuno Medang, memiliki akar kebangsawanan yang terhormat dalam wangsa Syailendra. Kerajaan Mataram Kuno, yang dikenal sebagai salah satu pusat kebudayaan dan peradaban di Nusantara, melahirkan penguasa yang bijaksana dan berpengaruh seperti Samaratungga. Keterkaitannya dengan wangsa Syailendra menunjukkan garis keturunan yang prestisius, yang memiliki pengaruh mendalam terhadap pemerintahan dan perkembangan budaya pada masa itu.

Sebagai seorang raja, Samaratungga memainkan peran penting dalam mengukir sejarah kerajaan Mataram Kuno. Keberhasilannya dalam memimpin dan membangun kerajaan menjadi cermin dari warisan keluarga dan kecakapan kepemimpinannya. Wangsa Syailendra, yang dikenal sebagai pelindung agama Buddha, juga turut memberikan warna khusus pada masa pemerintahan Samaratungga. Melalui perpaduan kebijaksanaan politik dan spiritualitas, Sri Maharaja Samaratungga dan keluarganya menciptakan tonggak sejarah yang tak terlupakan dalam perjalanan kerajaan Mataram Kuno di pulau Jawa.""",single,Sejarah
"""Apa yang membuat candi Borobudur unik?""","""Candi Borobudur memiliki beberapa keunikan pada arsitekturnya, antara lain:
1. Bentuk piramida bertingkat-tingkat. Candi Borobudur dibangun menyerupai piramida bertingkat-tingkat yang terdiri dari 10 tingkat. Bentuk seperti ini melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.
2. Relief cerita dan patung Buddha. Di dinding candi terdapat relief cerita kehidupan Buddha dan patung-patung Buddha dalam berbagai mudra (pose tangan). Relief dan patung ini merupakan bentuk penghormatan terhadap Buddha dan menggambarkan ajaran-ajarannya.
3. Monumen Buddha terbesar di dunia. Candi Borobudur adalah monumen Buddha terbesar di dunia. Ukurannya yang besar dan megah melambangkan pengaruh agama Buddha yang kuat di Jawa pada masa itu.""","""Candi Borobudur memiliki beberapa keunikan pada arsitekturnya, antara lain:
1. Bentuk piramida bertingkat-tingkat. Candi Borobudur dibangun menyerupai piramida bertingkat-tingkat yang terdiri dari 10 tingkat. Bentuk seperti ini melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.
2. Relief cerita dan patung Buddha. Di dinding candi terdapat relief cerita kehidupan Buddha dan patung-patung Buddha dalam berbagai mudra (pose tangan). Relief dan patung ini merupakan bentuk penghormatan terhadap Buddha dan menggambarkan ajaran-ajarannya.
3. Monumen Buddha terbesar di dunia. Candi Borobudur adalah monumen Buddha terbesar di dunia. Ukurannya yang besar dan megah melambangkan pengaruh agama Buddha yang kuat di Jawa pada masa itu.""",list,"Arsitektur, Budaya"
"""Apa keunikan arsitektur candi Borobudur?""","""Candi Borobudur memiliki beberapa keunikan pada arsitekturnya, antara lain:
1. Bentuk piramida bertingkat-tingkat. Candi Borobudur dibangun menyerupai piramida bertingkat-tingkat yang terdiri dari 10 tingkat. Bentuk seperti ini melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.
2. Relief cerita dan patung Buddha. Di dinding candi terdapat relief cerita kehidupan Buddha dan patung-patung Buddha dalam berbagai mudra (pose tangan). Relief dan patung ini merupakan bentuk penghormatan terhadap Buddha dan menggambarkan ajaran-ajarannya.
3. Monumen Buddha terbesar di dunia. Candi Borobudur adalah monumen Buddha terbesar di dunia. Ukurannya yang besar dan megah melambangkan pengaruh agama Buddha yang kuat di Jawa pada masa itu.""","""Candi Borobudur memiliki beberapa keunikan pada arsitekturnya, antara lain:
1. Bentuk piramida bertingkat-tingkat. Candi Borobudur dibangun menyerupai piramida bertingkat-tingkat yang terdiri dari 10 tingkat. Bentuk seperti ini melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.
2. Relief cerita dan patung Buddha. Di dinding candi terdapat relief cerita kehidupan Buddha dan patung-patung Buddha dalam berbagai mudra (pose tangan). Relief dan patung ini merupakan bentuk penghormatan terhadap Buddha dan menggambarkan ajaran-ajarannya.
3. Monumen Buddha terbesar di dunia. Candi Borobudur adalah monumen Buddha terbesar di dunia. Ukurannya yang besar dan megah melambangkan pengaruh agama Buddha yang kuat di Jawa pada masa itu.""",list,Budaya
"""Ada berapa simbol yang terdapat dalam relief candi Borobudur?""","""Ada 10 Simbol utama yang ada pada relief Borobudur, seperti Stupa, Payung Kalpataru, dan beberapa lainnya.""","""Dari beberapa sumber, setidaknya terdapat 10 simbol utama yang muncul dalam relief candi Borobudur seperti Stupa, Payung, Pohon Bodhi, Kalpataru, Padma (bunga teratai), Vajra, Dhyani Buddha, Mudra (sikap tangan), Mandala dan Bunga Lotus. Selain 10 simbol utama tersebut, pada relief Candi Borobudur juga terdapat simbol-simbol pendukung lainnya seperti singa, gajah, jam pasir, dan masih banyak lagi. Semuanya mengandung arti tertentu dalam kosmologi dan keyakinan Buddha Mahayana di Jawa kala itu. Kesepuluh simbol tersebut memiliki makna filosofis dan religius mendalam dalam ajaran Buddha Mahayana.",single,"Arsitektur, Budaya"
"""Apa makna simbol-simbol yang terdapat dalam relief Candi Borobudur?""","""Ada 10 simbol utama yang ada pada relief Borobudur, antara lain:
1. Stupa - melambangkan tubuh Buddha dan jalan menuju pencerahan
2. Payung - melambangkan welas asih dan perlindungan dari Buddha.
3. Pohon Bodhi - pohon tempat Buddha mencapai pencerahan, melambangkan kebijaksanaan.
4. Kalpataru - pohon pemberi rejeki, melambangkan alam semesta.
5. Padma (teratai) - melambangkan kesucian dan kemurnian ajaran Buddha.
6. Vajra - melambangkan inti ajaran Buddha, yaitu kebijaksanaan yang sempurna.
7. Dhyani Buddha - personifikasi sifat-sifat Buddha, seperti Amitabha (cahaya tak terbatas).
8. Mudra - sikap tangan Buddha, misal vitarka mudra melambangkan pengajaran.
9. Mandala - melambangkan alam semesta dan hubungannya dengan manusia. 
10. Lotus - melambangkan kesucian, kemurnian, kelahiran kembali dan pencerahan.""","""Ada 10 simbol utama yang ada pada relief Borobudur, antara lain:
1. Stupa - melambangkan tubuh Buddha dan jalan menuju pencerahan
2. Payung - melambangkan welas asih dan perlindungan dari Buddha.
3. Pohon Bodhi - pohon tempat Buddha mencapai pencerahan, melambangkan kebijaksanaan.
4. Kalpataru - pohon pemberi rejeki, melambangkan alam semesta.
5. Padma (teratai) - melambangkan kesucian dan kemurnian ajaran Buddha.
6. Vajra - melambangkan inti ajaran Buddha, yaitu kebijaksanaan yang sempurna.
7. Dhyani Buddha - personifikasi sifat-sifat Buddha, seperti Amitabha (cahaya tak terbatas).
8. Mudra - sikap tangan Buddha, misal vitarka mudra melambangkan pengajaran.
9. Mandala - melambangkan alam semesta dan hubungannya dengan manusia. 
10. Lotus - melambangkan kesucian, kemurnian, kelahiran kembali dan pencerahan.""",list,Budaya
"""Apa arti dari relief yang terdapat pada candi Borobudur?""","""1. Kamadhatu (tingkat dasar) - melambangkan dunia kemelekatan nafsu rendah makhluk hidup. Relief bercerita kehidupan manusia penuh nafsu.
2. Rupadhatu (tingkat tengah) - melambangkan dunia manusiawi dimana manusia mulai melepaskan diri dari nafsu rendah. Relief bercerita ajaran dan kisah jataka Buddha.
3. Arupadhatu (tingkat atas) - melambangkan dunia paling tinggi, alam para dewata dan pencerahan. Relief tentang sifat Buddha, jalan menuju nirvana.
4. Stupa utama - melambangkan inti kehidupan yaitu pencerahan sempurna (bodhi) yang dicapai Buddha Gautama di bawah pohon Bodhi.""","""Relief pada Candi Borobudur memiliki makna simbolis dan cerita yang mencerminkan ajaran Buddha serta kosmologi Buddha yang dibagi menjadi 3 tingkatan ditamabah dengan 1 stupa utama, berikut makna pada setiap tingkatan:
1. Kamadhatu (tingkat dasar) - melambangkan dunia kemelekatan nafsu rendah makhluk hidup. Relief bercerita kehidupan manusia penuh nafsu.
2. Rupadhatu (tingkat tengah) - melambangkan dunia manusiawi dimana manusia mulai melepaskan diri dari nafsu rendah. Relief bercerita ajaran dan kisah jataka Buddha.
3. Arupadhatu (tingkat atas) - melambangkan dunia paling tinggi, alam para dewata dan pencerahan. Relief tentang sifat Buddha, jalan menuju nirvana.
4. Stupa utama - melambangkan inti kehidupan yaitu pencerahan sempurna (bodhi) yang dicapai Buddha Gautama di bawah pohon Bodhi.",list,Budaya
